文本,标记
"### 宗正寺少卿 

行事官、职事官名",2
"### 宗正寺丞 

宋前期寄禄官名",2
"### 知宗正丞事

差遣官",2
"### 宗正寺主簿 

寄禄官名、职事官名",2
"### 宗正寺伴读

差遣官",2
"### 主行编修属籍案 

宗正寺办事机构之一",1
"### 知杂案 

宗正寺办事机构之一",1
"### 宗正寺职掌 

宗正寺胥吏总名",2
"### 胥长

吏名",2
"### 府吏 

公吏名",2
"### 太庙令 

职事官名",2
"### 西京诸陵所

北宋永安陵所、永昌陵所、永熙陵所、永定陵所、永昭陵所、永厚陵所、永裕陵所、永泰陵所总名",1
"### 三陵使、副使 

差遣名",2
"### 三陵都监

差遣名",2
"### 陵使、副陵使 

差遣名",2
"### 陵都监 

差遣名",2
"### 陵巡检

差遣名",2
"### 诸陵勾当香火内品

差遣名",2
"### 陵台令司 

官司名",2
"### 陵台令 

职事官名",2
"### 巩县令兼陵台令事 

太宗雍熙二年五月",2
"### 知陵台令兼永安县事

真宗景德四年

## /page{317R}

正月二十九日",2
"### 知会稽县事兼主管攒宫事务

绍兴二十九年九月十日置",2
"### 知会稽县事兼陵台令

孝宗乾道间",2
"### 攒宫司 

官司名",2
"### 攒宫都监 

差遣名",2
"### 检察宫陵所 

官司名",1
"### 山陵使 

丧礼行事官名",2
"### 园陵使

丧礼行事官名",2
"### 陵官

诸陵使、副使等奉祀陵寝官之通称",2
"### 园令 

职事官名",2
"### 知园令 

职事官名",2
"### 大宗正司

官司名",2
"### 判大宗正司事 

职事官名",2
"### 同判大宗正司事

职事官名",2
"### 知大宗正司事 

职事官名",2
"### 同知大宗正司事 

职事官名",2
"### 记室参军 

职事官",2
"### 知大宗正司丞事 

职事官",2
"### 同知大宗正司丞事 

职事官名",2
"### 讲书 

宗学官",2
"### 教授

宗学官",2
"### 士案 

大宗正司办事机构之一",1
"### 户案 

大宗正司办事机构之一",1
"### 仪案 

大宗正司办事机构之一",1
"### 兵案

大宗正司办事机构之一",1
"### 刑案 

大宗正司办事机构之一",1
"### 工案 

大宗正司办事机构之一",1
"### 主押

官吏名",2
"### 押司官

吏名",2
"### 前行 

吏名",2
"### 后行 

吏名",2
"### 正名贴司 

吏名",2
"### 守阙正名贴司 

吏名",2
"### 私名贴司 

吏名",2
"### 行在大宗正司 

官司名",2
"### 绍兴府大宗正行司 

官司名",1
"### 主管宗室财用 

职事官",2
"### 教授 

宗学官",2
"### 南京外宗正司 

官司名",1
"### 西京外宗正司 

官司名",2
"### 外宗正司 

①北宋时",2
"### 西南两外宗正司 

南外宗正司与西外宗正司合称",2
"### 知南外宗正事 

职事官",2
"### 知西外宗正事 

职事官",2
"### 知宗 

知西外宗正司事、知南外宗正司事官通称",2
"### 判西外宗正事

职事官",2
"### 外宗正丞 

兼官名",2
"### 外宗正主簿 

兼官名",2
"### 财用司 

官司名",2
"### 管勾宗室财用 

职事官",2
"### 主管宗室财用 

职事官",2
"### 指使 

职事官",2
"### 军典 

公吏名",2
"### 敦宗院 

官司名",1
"### 南京敦宗院 

北宋崇宁元年十一月十二日诏置于南京应天府",1
"### 两京敦宗院 

西京敦宗院、南京敦宗院合称",1
"### 保州敦宗院

北宋大观二年八月二十二日

## /page{324L}

创置于保州",1
"### 管勾敦宗院 

职事官名",2
"### 监敦宗院门 

职事官",2
"### 军典 

公吏名",2
"### 敦宗院教授 

宗学官",2
"### 都尊长 

宗官名",2
"### 尊长 

宗官名",2
"### 玉牒所 

官司名",1
"### 提举编修玉牒

兼官",2
"### 提领编修玉牒

避讳称",2
"### 修玉牒官 

差遣名",2
"### 玉牒所检讨官 

差遣官",2
"### 玉牒所玉牒殿主管香火 

差遣官",2
"### 干办玉牒所玉牒殿

即玉所玉惵殿主管香火",2
"### 专副

专知官、副知连称",2
"### 库子

公吏名",2
"### 宗官

宗正寺、大宗正司及西、南外宗正司等管理

## /page{325R}

宗室机构的属官",2
"### 宗职 

宗官或称宗职",2
"### 光禄寺

官司名",2
"### 判光禄寺事

差遣名",2
"### 光禄寺卿

宋前期寄禄官名",2
"### 光禄寺少卿

宋前期寄禄官名",2
"### 光禄寺丞 

宋前期为寄禄官名",2
"### 光禄寺主簿 

寄禄官名、职事官名",2
"### 太官令 

职事官名",2
"### 府史 

吏名",2
"### 驱使官 

吏名",2
"### 供官 

吏名",2
"### 胥佐 

吏名",2
"### 贴书 

吏名",2
"### 御厨 

内诸司名",2
"### 勾当御厨官 

差遣名",2
"### 御厨五局 

御厨按分工划为五局",1
"### 监御厨官

差遣名",2
"### 拘押官物使臣 

差遣名",2
"### 副知

公吏名",2
"### 押司官 

公吏名",2
"### 手分 

公吏名",2
"### 书手 

公吏名",2
"### 食手

公吏名",2
"### 厨子 

在御厨执役做菜、做饭",2
"### 供食院子 

公吏名",2
"### 门子 

公吏名",2
"### 供御厨库子 

公吏名",2
"### 库院子 

公吏名",2
"### 入内院子 

公吏名",2
"### 御膳素厨

内诸司名",2
"### 法酒库 

监当局名",1
"### 内酒坊 

监当局名",1
"### 内物料库 

监当局名",1
"### 外物料库 

监当局名",2
"### 乳酪院

监当局名",1
"### 油醋库 

监当局名",1
"### 翰林司

内诸司名",2
"### 勾当翰林司公事 

差遣名",2
"### 药童

公吏名",2
"### 供御人 

杂职名",2
"### 专知官

公吏名",2
"### 副知

公吏名",2
"### 翰林司营 

两宋并置",1
"### 牛羊司 

监当局名",2
"### 勾当牛羊司 

差遣名",2
"### 监牛羊司 

差遣名",2
"### 牧羊群头 

公吏名",2
"### 牧子 

公吏名",2
"### 揣子 

公吏名",2
"### 估羊节级 

公吏名",2
"### 巡羊十将

武职名",2
"### 巡羊员僚 

武职名",2
"### 巡羊使臣 

武职名",2
"### 曹司

公吏名",2
"### 承局 

公吏名",2
"### 宰手 

公吏名",2
"### 秤子 

公吏名",2
"### 宰杀务 

监当局名",2
"### 牛羊供应所

监当局名",1
"### 勾当栈圈官

差遣名",2
"### 卫尉寺

官司名",2
"### 卫尉寺卿 

寄禄官名、职事官名",2
"### 判卫尉寺事 

差遣名",2
"### 卫尉寺少卿 

寄禄官、职事官名",2
"### 卫尉寺丞 

寄禄官名、职事官名",2
"### 卫尉寺主簿 

寄禄官、职事官名",2
"### 府史 

公吏名",2
"### 提印剩员 

公吏名",2
"### 内弓箭库 

监当局名",1
"### 都大提点弓箭库 

差遣名",2
"### 内弓箭南库

监当局名",1
"### 内弓箭外库 

监当局名",2
"### 内弓箭内库 

监当局名",1
"### 内弓箭南、内、外库

神宗元丰间",1
"### 内弓箭库南外库

内弓箭库原一库",1
"### 军器库 

监当局名",1
"### 管勾制置军器司

差遣名",2
"### 都大提点军器库所 

官司名",2
"### 都大提举内军器库所

官司名",2
"### 都大提举内弓箭军器库

差遣名",2
"### 军器五库 

北宋军器库下所属五库：军器衣甲库、军器弓枪库、军器弩剑箭库、军器什物库、拣选衣甲器械库",1
"### 军器衣甲库 

监当局名",1
"### 监军器衣甲库 

差遣名",2
"### 军器弓枪库 

监当局名",1
"### 监军器弓枪库 

差遣名",2
"### 军器弩剑箭库

监当局名",1
"### 监弩剑箭库 

差遣名",2
"### 军器什物库 

监当局名",1
"### 监军器什物库 

差遣名",2
"### 拣选衣甲器械库 

监当局名",1
"### 监拣选衣甲器械库 

差遣名",1
"### 军器库掾

军器诸库祇应公人（专知官、副知、库子、前行、手分）等泛称（《宋会要•食货》52之25、27）",2
"### 军器七库

①北宋神宗朝卫尉寺所隶七库",2
"### 内军器库 

监当局名",1
"### 都大提点内军器库所

官司名",2
"### 监专

监库官与专知官合称",2
"### 库子 

公吏名",2
"### 架子头

公吏名",2
"### 内军器库营 

设在临安府清波门内沿城之南",1
"### 管库兵五阶级

七军器库（后并为内军器库）均置有看管兵校",2
"### 节级 

管库兵五阶级职名之一",2
"### 将虞候 

管库兵五阶级职名之一",2
"### 十将 

管库兵五阶级职名之一",2
"### 副都头 

管库兵五阶级职名之一",2
"### 指挥使 

管库兵五阶级职名之一",2
"### 仪鸾司

官司名",1
"### 仪鸾司营 

北宋时设于开封拱辰门外嘉平坊",1
"### 仪鸾司南北营都虞候 

武官名",2
"### 官小 

隶仪鸾司",2
"### 押司官 

公吏名",2
"### 左、右金吾街司

官司名",2
"### 左金吾街司

官司名",2
"### 右金吾街司

官司名",2
"### 左、右街使 

职事官名",2
"### 知右街司事

差遣名",2
"### 判左、右金吾街司事 

差遣名",2
"### 左、右金吾引驾仗司

官司名",2
"### 左金吾引驾仗司

官司名",2
"### 右金吾引驾仗司

官司名",2
"### 判左、右金吾引驾仗司事 

差遣名",2
"### 左金吾街仗司

左金吾街司、左金吾引驾仗司合称",2
"### 左、右金吾街仗司 

左、右金吾街司与左、右金吾仗司",2
"### 判左、右金吾街仗司

差遣名",2
"### 左、右金吾都监兼勾当街仗司事

差遣名",2
"### 勾当左右金吾街仗、六军仪仗司事

差遣名",2
"### 干办左、右金吾街仗司事

差遣名",2
"### 孔目官

公吏名",2
"### 勾押官 

公吏名",2
"### 引驾官 

公吏名",2
"### 都押衙 

公吏名",2
"### 勾画都知 

公吏名",2
"### 四色官 

公吏名",2
"### 䂍矟官 

公吏名",2
"### 知箭门仗官 

公吏名",2
"### 探头 

公吏名",2
"### 喝探 

兵士",2
"### 六军仪仗司 

官司名",1
"### 左、右羽林军 

禁军番号",2
"### 左、右羽林军统军 

武官名",2
"### 右羽林军上将军 

武官名",2
"### 左、右龙武军 

禁军番号",2
"### 左、右龙武统军 

武官名",2
"### 左、右神武军 

禁军番号",2
"### 左、右神武军统军 

武官名",2
"### 喝探

兵士",2
"### 警场

兵士",2
"### 六军 

①原指六军仪仗",2
"### 六统军 

左、右羽林军统军",2
"### 太仆寺

官司名",2
"### 判太仆寺事 

差遣名",2
"### 太仆寺卿 

寄禄官、职事官",2
"### 太仆寺少卿 

寄禄官、职事官名",2
"### 太仆寺丞 

寄禄官、职事官名",2
"### 太仆寺主簿 

寄禄官、职事官名",2
"### 府史 

公吏名",2
"### 左、右飞龙院 

官司名",2
"### 左、右飞龙使 

差遣名",2
"### 左、右天厩院 

官司名",2
"### 左、右天厩使

差遣名",2
"### 左、右骐骥院 

官司名",1
"### 勾当左、右骐骥院 

差遣名",2
"### 养马务 

监当局名",1
"### 左、右天驷监 

监当局名",2
"### 天驷左第一监 

天驷四监之一",2
"### 左右天厩坊 

监当局名",1
"### 左、右骐骥、六坊监 

在京左、右骐骥两院",2
"### 牧养上、下监 

监当局名",1
"### 左、右教骏营

禁军番号名",2
"### 教骏军士

牧马卒",2
"### 教骏军使

武官名",2
"### 骑御马左、右直 

禁军番号名",2
"### 骑御马直小底 

有资级军吏名",2
"### 骑御马直指挥使 

马官名",2
"### 兽医 

有资级军吏名",2
"### 长行 

有资级军吏名",2
"### 左右骐骥院将校兵级 

左右骐骥院所属教骏营等牧马兵级、将校的总称",2
"### 鞍辔库 

监当局名",1
"### 军典 

公吏名",2
"### 驼坊 

监当局名",1
"### 同干办驼坊公事 

职事官",2
"### 养象所

监当局名",1
"### 专典 

公吏名",2
"### 车营务 

监当局名",1
"### 监车营务 

差遣名",2
"### 致远务 

监当局名",1
"### 御辇院 

监当局名",1
"### 监御辇院 

差遣名",2
"### 供御指挥使 

武职名",2
"### 供御都虞候 

武职名",2
"### 供御军使 

武职名",2
"### 供御副兵马使 

武职名",2
"### 供御十将 

武职名",2
"### 供御将虞候 

武职名",2
"### 管押节级

武职名",2
"### 祗应节级

武职名",2
"### 供御辇官 

应奉人",2
"### 次供御辇官 

应奉人",2
"### 供御营 

在京厢军番号",1
"### 次供御营 

在京厢军番号",2
"### 下都营 

在京厢军番号",1
"### 下都辇官长行 

应奉人",2
"### 下都辇官 

应奉人",2
"### 辇官 

辇官院所属供御辇官、次供御辇官、下都辇官通称",2
"### 下都辇直 

下都营支差某处当直的辇官（《宋史 仪卫志》2《皇太后仪卫》、《宋会要•职官》19之17）",2
"### 御辇院公吏 

御辇院所属公吏有专知官、副知官、押司、手分四等：“今后本院公吏如有短少年月之人",2
"### 专副 

主管官物的专知官、副知官的连称（《宋会要•职官》19之19）",2
"### 车子院 

监当局名",1
"### 车辂院 

监当局名",1
"### 监车辂院门 

监当官差遣",2
"### 御前马院 

监当局名",1
"### 御前马院习马使效 

诸军将校差往御前马院供职骑习御马祇应者",2
"### 良马院 

监当局名",1
"### 鸿胪寺

官司名",2
"### 判鸿胪寺事 

差遣官名",2
"### 摄鸿胪卿 

临时假借官",2
"### 鸿胪寺卿 

职事官名",2
"### 鸿胪寺少卿 

职事官名",2
"### 鸿胪寺丞 

阶官名",2
"### 鸿胪寺主簿 

职事官名",2
"### 往来国信所 

官司名",1
"### 都亭驿 

馆驿名",1
"### 都亭西驿 

馆驿",1
"### 管勾都亭西驿所 

官司名",1
"### 怀远驿 

馆驿",1
"### 来远驿 

馆驿名",1
"### 樟亭驿

馆驿名",1
"### 班荆馆 

馆驿名",1
"### 礼宾院 

官司名",1
"### 传法院 

官司名",1
"### 译经院 

隋朝有翻经馆（《事物纪原》卷7）",1
"### 知译经院

差遣名",1
"### 译经使兼润文

兼官",2
"### 译经润文使司 

译经使兼润文虽为挂衔官",2
"### 译经润文官 

兼官",2
"### 西天译经三藏

官名",2
"### 西天同译经三藏

官名",2
"### 译经三藏大法师 

译经僧官师号",2
"### 译经三藏法师 

译经僧官师号",2
"### 梵学笔受

官名",2
"### 译经缀文 

官名",2
"### 证义 

官名",2
"### 印经院 

官司名",1
"### 同文馆

馆驿名",1
"### 管勾同文馆所 

官司名",2
"### 在京寺务司 

官司名",2
"### 提点在京寺务司

差遣官名",2
"### 提点在京寺务所 

官司名",1
"### 课利司 

官司名",2
"### 功德使

官名",2
"### 左、右街僧录司 

官司名",2
"### 左、右街正僧录 

僧官名",2
"### 左、右街副僧录 

僧官名",2
"### 左、右街都监 

僧官名",2
"### 左、右街首座

僧官名",2
"### 左、右街鉴义

僧官名",2
"### 左、右街守阙鉴义

僧官名",2
"### 僧正司

官司名",2
"### 僧正 

僧官名",2
"### 德士司 

官司名",2
"### 左、右街道录院 

官司名",2
"### 道德院 

官司名",1
"### 提举秘书省左右街道录院

官司名",2
"### 道录司

官司名",2
"### 道正司 

官司名",2
"### 道正 

道官名",2
"### 副道正 

道官名",2
"### 山门道正司

官方批准建立的道山管理机

## /page{355L}

构",1
"### 都道录 

北宋道官名",2
"### 知左右街道录院事

北宋徽宗朝道官名",2
"### 左、右街都道录 

南宋道官名",2
"### 副都道录

北宋道官名",2
"### 同知左、右街道录院事

道官名",2
"### 左街道录 

道官名",2
"### 知左街道录院事 

道官名",2
"### 右街道录 

道官名",2
"### 知右街道录院事 

道官名",2
"### 左街副道录 

道官名",2
"### 同知左街道录院事 

道官名",2
"### 右街副道录 

道官名",2
"### 同知右街道录院事

道官名",2
"### 左街都监 

道官名",2
"### 签书左街道录院事 

道官名",2
"### 右街都监 

道官名",2
"### 签书右街道录院事

道官名",2
"### 左街副都监 

道官名",2
"### 同签书左街道录院事 

道官名",2
"### 右街副都监

道官名",2
"### 同签书右街道录院事 

道官名",2
"### 道官 

宋代道官",2
"### 提点中太一宫所 

官司名",1
"### 提点建隆观所 

官司名",2
"### 提点资圣院所 

官司名",1
"### 提点崇真资圣禅院所 

官司名",1
"### 司农寺 

官司名",2
"### 判司农寺事 

差遣官名",2
"### 同判司农寺事 

差遣名",2
"### 司农寺卿 

阶官名",2
"### 司农寺少卿 

阶官名、职事官名",2
"### 司农寺丞 

阶官名、职事官名",2
"### 司农寺都丞 

职事官名",2
"### 权司农寺都丞

职事官名",2
"### 权发遣司农寺都丞

职事官名",2
"### 司农寺主簿 

职事官名",2
"### 司农寺勾当公事 

差遣官名",2
"### 抱历曹司 

吏名",2
"### 手分 

吏名",2
"### 贴书 

吏名",2
"### 司农寺仓 

宋前期隶提点在京仓场所",1
"### 折中仓 

仓名",1
"### 水辗磨务 

监当局名",2
"### 司农寺草料场

宋前期隶提点在京仓场所",1
"### 监专 

诸仓、草场监官（使臣充）与专知、副知（吏人）的合称",2
"### 提点在京仓草场所 

官司名",2
"### 提点在京仓草场 

差遣名",2
"### 都大提点在京仓草场司 

官司名",2
"### 都大提点在京仓草场 

差遣名",2
"### 手分 

吏名",2
"### 后行

吏名",2
"### 专知官 

吏名",2
"### 副知 

吏名",2
"### 衙前 

州府役吏总称",2
"### 脚子 

公人名",2
"### 攒司 

吏名",2
"### 提辖修仓所 

官司名",1
"### 四园苑 

北宋京师开封四大御花园之总称",1
"### 玉津园 

北宋京师四大御花园之一",1
"### 瑞圣苑 

北宋京师四大御花园之一",1
"### 宜春苑

北宋京师四大御花园之一",1
"### 琼林苑

北宋京师四大御花园之一",1
"### 聚景园

南宋京师临安府御花园",1
"### 四排岸司

北宋在京四排岸司",2
"### 京东排岸司 

监当局名",2
"### 京西排岸司 

监当局名",1
"### 京南排岸司 

监当局名",1
"### 京北排岸司 

监当局名",1
"### 司农寺排岸司 

南宋监当局名",2
"### 所由

公人名",2
"### 前行 

吏名",2
"### 排岸兼管船场公事 

职事官名",2
"### 下卸司 

监当局名",1
"### 下卸兵士 

隶下卸司五指挥",2
"### 散从官 

公人名",2
"### 都曲院 

监当局名",1
"### 小博士 

酒户洁卖官酒者",2
"### 杂职 

公人名",2
"### 内柴炭库 

监当局名",1
"### 炭场 

监当局名",1
"### 太府寺

官司名",2
"### 判太府寺事

差遣官",2
"### 太府寺卿

职事官名",2
"### 太府寺少卿 

职事官名",2
"### 太府寺丞 

职事官名",2
"### 太府寺主簿 

职事官名",2
"### 太府寺市易案

北宋太府寺九案之一",2
"### 太府寺平准案

元符三年五月十七日由市易案改名（《宋会要•职官》27之16）",2
"### 太府寺第一案 

南宋太府寺八案之一",1
"### 太府寺第二案

南宋太府寺八案之一",2
"### 太府寺第三案 

南宋太府寺八案之一",1
"### 太府寺第四案 

南宋太府寺八案之一",2
"### 太府寺第五案 

南宋太府寺八案之一",2
"### 太府寺第六案 

南宋太府寺八案之一",1
"### 太府寺药案 

南宋太府寺八案之一",2
"### 太府寺监交案 

南宋太府寺八案之一",2
"### 牙人 

公人",2
"### 左藏库 

监当局名",2
"### 监左藏库 

差遣名",2
"### 提辖左藏东、西库

差遣名",2
"### 拘押官 

差遣名",2
"### 都门官 

差遣名",2
"### 中门官 

差遣名",2
"### 左藏库都中门官

左藏库西库都门官与左藏库东库中门官之连称",2
"### 左藏南库

监当局名",1
"### 左藏西上库

监当局名",1
"### 封桩下库 

监当局名",1
"### 提辖封桩下库

差遣名",2
"### 封桩上库 

监当局名",1
"### 提辖封桩上库

差遣名",2
"### 内藏库 

监当局名",2
"### 奉宸库 

监当局名",1
"### 祇候库 

监当局名",1
"### 封桩库 

监当局名",1
"### 景福内库

监当局名",2
"### 元丰库 

监当局名",1
"### 布库 

监当局名",1
"### 药蜜库 

监当局名",1
"### 都茶库 

监当局名",1
"### 杂物库 

监当局名",1
"### 在京斗秤务 

监当局名",1
"### 监斗秤务官 

差遣名",2
"### 斗秤务 

监当局名",1
"### 都商税院 

监当局名",1
"### 拦头 

公吏名",2
"### 专拦 

公吏名",2
"### 曹司

公人名",2
"### 数钱 

公吏名",2
"### 在京市易务 

监当局名",1
"### 提举在京市易务 

差遣官名",2
"### 都提举市易司 

监当局名",2
"### 都提举市易司公事

差遣官名",2
"### 在京市易东务上界 

监当局名",1
"### 在京市易西务下界

监当局名",1
"### 在京交子务 

监当局名",1
"### 益州交子务 

监当局名",1
"### 杂买务 

监当局名",2
"### 辨验药材官 

差遣名",2
"### 外催 

公人",2
"### 秤子 

公人",2
"### 杂卖场 

监当局名",1
"### 专知官

吏名",2
"### 提辖杂买务杂卖场 

差遣官",2
"### 交引库

监当局名",1
"### 抵当所 

监当局名",1
"### 抵当库 

诸路州军监当局名",1
"### 楼店务 

监当局名",1
"### 左右厢店宅务

监当局名",1
"### 监左右厢店宅务 

差遣名",2
"### 掠钱亲事官 

公吏名",2
"### 店宅务专知官 

公吏名",2
"### 店宅务勾押官

公吏名",2
"### 病坊 

北宋元祐四年十二月",2
"### 养济院 

监当局名",1
"### 和剂局 

监当局名",1
"### 和剂局修合官

差遣名",2
"### 太平惠民局 

监当局名",1
"### 监太平惠民局

差遣官",2
"### 监行在太平惠民和剂局 

差遣官",2
"### 太医局熟药所 

监当局名",1
"### 监太医局熟药所 

差遣名",1
"### 石炭场

监当局名",1
"### 汴河上锁 

监当局名",2
"### 汴河下锁 

监当局名",2
"### 汴河锁 

汴河上、下二锁连称",1
"### 蔡河上锁

监当局名",2
"### 蔡河下锁

监当局名",1
"### 蔡河锁 

蔡河上、下二锁的连称",1
"### 香药库 

监当局名",1
"### 内香药库 

监当局名",1
"### 监内香药库 

差遣名",1
"### 外香药库

监当局名",1
"### 在京粮料院

监当局名",1
"### 监行在诸司粮料院 

差遣名",2
"### 干办行在诸司粮料院 

差遣官",2
"### 诸军粮料院

监当局名",1
"### 监行在诸军粮料院

差遣名",2
"### 干办行在诸军粮料院 

差遣名",2
"### 分差建康府诸军粮料院 

监当局名",1
"### 分差镇江府诸军、诸司粮料院

监当局名",1
"### 分差鄂州户部粮料院 

监当局名",1
"### 总领四川财赋军马钱粮所干办行在分差户部利州粮料院 

监当局名",1
"### 总领四川财赋军马钱粮所干办行在分差户部鱼关粮料院 

监当局名",1
"### 分差粮料院 

诸军分差粮料院（建康、镇江、鄂州、利州、鱼关）的通称",1
"### 诸军专勾司 

官司名",2
"### 诸军审计司 

即诸军专勾司",2
"### 干办行在诸军审计司 

差遣名",1
"### 诸司专勾司

官司名",2
"### 诸司审计司 

即诸司专勾司",2
