文本,标记
"### 监行在诸司审计司

差遣名",2
"### 干办行在诸司审计司

差遣名",1
"### 专勾司 

北宋元丰二年六月九日前",2
"### 审计司 

南宋诸司审计司、诸军审计司通称",2
"### 粮勾院 

北宋诸司、诸军粮料院与诸司、诸军专勾司合称",1
"### 行在粮审院 

南宋行在诸司、诸军粗料院",1
"### 干办审计司 

南宋干办行在诸司审计司、干办行在诸军审计司官通称",2
"### 六院官 

南宋监登闻鼓院一员、监登闻检院一员、干办行在诸司粮料院二员、干办行在诸军粮料院一员、干办行在诸军审计司二员、干办行在诸司审计司二员、主管官告院二员、监都进奏院二员",2
"### 干办户部分差审计司 

鄂州、建康、镇江诸军置户部分差粮料院同时",2
"### 鄂州、建康、镇江分差粮审院

分差鄂州、建康、镇江粮料院与审计司合称（《宋会要•职官》27之60）",1
"### 行在省仓上界 

监当局名",2
"### 行在省仓中界 

监当局名",2
"### 行在省仓下界 

监当局名",2
"### 丰储仓 

监当局名",1
"### 编套二局 

编估局、打套局合称",1
"### 编估局 

监当局名",1
"### 打套局 

监当局名",1
"### 库经司

打套局吏人",2
"### 寄桩库

南宋监当局名",1
"### 五监 

北宋元丰定制",2
"### 三监 

南宋以秘书省、军器监、将作监为“三监”",1
"### 判监 

宋前期",2
"### 大监 

除国子监祭酒、都水监使者外",2
"### 正监 

诸监监（长官）也称正监",2
"### 副监 

凡诸监少监",2
"### 监少 

诸监监与少监连称",2
"### 监长贰 

监长指诸正监、监贰指诸少监",2
"### 监丞

诸监长贰未必都称监、少监",2
"### 监簿 

凡监均置主簿",2
"### 五监主簿 

元丰新制",2
"### 国子监 

①官司名",1
"### 判国子监事

差遣名",2
"### 同判国子监事 

差遣名",2
"### 管勾国子监公事 

差遣名",2
"### 同管勾国子监公事 

差遣名",2
"### 判国子学事 

差遣名",2
"### 国子监祭酒 

职事官名",2
"### 国子监司业

职事官名",2
"### 国子监丞 

官阶名、职事官名",2
"### 国子监主簿 

职事官名",2
"### 国子监博士 

阶官名、学官名",2
"### 五经博士

《春秋》博士、《礼记》博士、《毛诗》博士、《尚书》博士、《周易》博士合称",2
"### 国子书博士 

祗应官名",2
"### 国子监说书

学官名",2
"### 国子监讲书

学官名",2
"### 国子监直讲 

学官名",2
"### 国子监正 

学官名",2
"### 国子监录

学官名",2
"### 监国子监书库 

差遣名",2
"### 监国子监公厨

差遣名",2
"### 国子监助教

学官名",2
"### 国子学 

官学名、官司名",1
"### 学窠 

南宋国子监窠名之一",1
"### 厨库窠 

南宋国子监窠名之一",1
"### 知杂窠 

南宋国子监窠名之一",1
"### 胥长 

吏名",2
"### 胥史 

吏名",2
"### 胥佐 

吏名",2
"### 贴书 

吏名",2
"### 三京国子监 

北宋西京河南府、南京应天府、北京大名府",1
"### 西监 

西京国子监省称",1
"### 太学 

官学名",1
"### 管勾太学公事

差遣名",2
"### 同管勾太学公事

差遣名",2
"### 权管勾太学公事

差遣名",2
"### 太学博士 

学官名",2
"### 太学正 

学官名",2
"### 职事学正 

职事人名",2
"### 太学录

学官名",2
"### 职事学录 

职事人名",2
"### 太学正录 

太学正、太学录连称",2
"### 太学助教

学官名",2
"### 太学说书

差遣名",2
"### 太学生 

①补读于国子监太学馆的学生",2
"### 太学外舍生 

太学生之低等",2
"### 太学内舍生 

太学生之中等",2
"### 太学上舍生 

太学生之上等",2
"### 太学两优释褐人 

太学生内舍生校定优等",2
"### 太学三舍生 

太学外舍生、内舍生、上舍生合称",2
"### 俊士 

外舍生升为内舍生之称谓（《宋会要•职官》28之19）",2
"### 辟雍

官学名",1
"### 辟雍大司成 

学官名",2
"### 太学大司成 

学官名",2
"### 辟雍司业 

学官名",2
"### 辟雍丞 

学官名",2
"### 辟雍主簿

职事官名",2
"### 辟雍博士 

学官名",2
"### 辟雍正 

学官名",2
"### 辟雍录 

学官名",2
"### 命官正录 

与学生正、录（或职事正、录）相对而言",2
"### 辟雍直学 

学官名",2
"### 命官直学 

辟雍直学有学生差充与朝延命官差充之别",2
"### 学生直学 

辟雍直学由学生充任者",2
"### 贡士 

北宋崇宁三年至宣和三年二月",2
"### 进士 

北宋崇宁至宣和间",2
"### 文士 

学分文（太学、律学等）、武（武学）",2
"### 武学 

官学名",2
"### 武学教授 

学官名",2
"### 武学传授 

学官名",2
"### 武学博士

学官名",2
"### 武学谕 

学官名",2
"### 武学正 

武学职事名",2
"### 武学录 

武学职事名",2
"### 司计 

职事名",2
"### 武学生

武学生员",2
"### 武选士 

武学外舍生之称谓（《宋会要•崇儒》3之32）",2
"### 武俊士 

武学内舍生之称谓（《宋会要•崇儒》3之32）",2
"### 武士 

习武艺之士人",2
"### 律学馆 

宋初",1
"### 律学助教 

学官名",2
"### 律学 

官学名",2
"### 律学教授 

学官名",2
"### 律学博士 

学官名",2
"### 律学正 

学官名",2
"### 律学录 

学官名",2
"### 律学生 

律学生员",2
"### 在京小学 

学校名",1
"### 小学教谕 

学官名",2
"### 职事教谕 

职事名",2
"### 小学录 

学官名",2
"### 小学学长 

职事名",2
"### 小长 

即小学学长",2
"### 小学集正 

职事名",2
"### 广文馆 

公学名",1
"### 广文馆博士 

学官名",2
"### 四门学

官学名",1
"### 国子监四门助教 

散官、学官名",2
"### 宗子学

官学名",2
"### 宗子学博士 

学官名",2
"### 宗子学谕 

学官名",2
"### 书铺 

公人名",2
"### 专知官 

公吏名",2
"### 库子 

公人名",2
"### 攒司

公人名",2
"### 厨子

公人名",2
"### 饭局抬盘子 

公人名",2
"### 正斋仆 

公人名",2
"### 贴斋仆 

公人名",2
"### 五学 

①《元丰官制格子》所谓“五学”为国子学、太学、武学、律学、算学（《宋会要•崇儒》3之2）",1
"### 四学 

北宋徽宗崇宁间",这段文字没有提供足够的信息来判断“四学”是机构还是官职。
"### 三学 

①北宋元丰新制前",2
"### 三馆 

北宋庆历四年未建太学前",1
"### 二学 

①北宋指国子学、太学（《宋会要•职官》28之21）",2
"### 监学官 

国子监及其所属太学、武学、律学、小学诸学官总称",2
"### 学谕 

学官名、职事名",2
"### 直学 

职事名、学官名",2
"### 斋长 

职事名",2
"### 斋谕 

职事名",2
"### 长谕

斋长、斋谕连称",2
"### 职事人 

宋代学校所置学正、学录、学谕、直学",2
"### 大职事 

职事学正、学录、学谕、直学",2
"### 小职事 

诸学斋长、斋谕均由学生差充",2
"### 医学 

官学名",2
"### 医学博士 

医官名",2
"### 医学正 

医官名",2
"### 医学录 

医官名",2
"### 正录 

医学正、医学录连称",2
"### 少府监

官司名",2
"### 判少府监事 

差遣名",2
"### 少府监监

阶官名、职事官名",2
"### 少府监少监 

阶官名、职事官名",2
"### 少府监丞 

阶官名、职事官名",2
"### 少府监主簿 

阶官名、职事官名",2
"### 文思院

监当局名",1
"### 监文思院上界 

差遣名",2
"### 监文思院下界

差遣名",2
"### 文思院两界监官

监文思院上界、监文思院下界合称",2
"### 提辖文思院上下界 

差遣名",2
"### 拘押官 

差遣名",2
"### 监门官 

差遣名",2
"### 文思院上界修造案

文思院案名之一",1
"### 文思院下界修造案 

文思院案名之一",1
"### 库经司 

公吏名",2
"### 花料司 

公吏名",2
"### 门司 

公吏名",2
"### 秤子 

公吏名",2
"### 库子 

公吏名",2
"### 手分 

吏人名",2
"### 贴司 

吏人名",2
"### 专知官 

公吏名",2
"### 副知 

公吏名",2
"### 专副 

专知官、副知连称",2
"### 押司官 

公吏名",2
"### 作家 

官工名",2
"### 四提辖

南宋时提辖権货务都茶场、提辖杂买务杂卖场、提辖文思院、提辖左藏东西库合称",2
"### 铸印司 

监当局名",1
"### 铸印司篆文官

差遣名",2
"### 绫锦院 

监当局名",1
"### 监绫锦院 

差遣名",1
"### 西染院 

监当局名",1
"### 监西染院 

差遣名",1
"### 勾当染院公事 

差遣名",2
"### 裁造院 

监当局名",1
"### 监裁造院 

差遣名",1
"### 文绣院 

监当局名",1
"### 旌节官告使 

临时差遣名",2
"### 军器监 

官司名",2
"### 判军器监事 

差遣名",2
"### 同判军器监事 

差遣名",2
"### 军器监监 

职事官名",2
"### 军器监少监 

职事官名",2
"### 军器监丞 

职事官名",2
"### 军器监主簿 

职事官名",2
"### 勾当军器监公事 

差遣名",2
"### 作坊

职局名",1
"### 作坊使

差遣名",2
"### 作坊副使 

差遣名",2
"### 南、北作坊 

职局名",1
"### 东、西作坊 

职局名",1
"### 东、西作坊五十一作 

东、西作坊制造军器及军用什物分五十一作",1
"### 作坊物料库 

职局名",1
"### 皮角场库

职局名",1
"### 监在京皮角四场库务 

差遣名",2
"### 斩马刀局 

职局名",1
"### 管勾作坊造斩马刀 

差遣名",2
"### 东、西广备指挥 

杂役厢军番号名",2
"### 广备攻城作

职局名",2
"### 弓弩院 

工署名",1
"### 将作监

官司名",2
"### 判将作监事 

差遣名",2
"### 同判将作监事 

差遣名",2
"### 将作监监 

阶官名、职事官名",2
"### 将作监少监

阶官名、职事官名",2
"### 将作监丞 

阶官名、职事官名",2
"### 将作监主簿 

阶官名、职事官名",2
"### 修内司 

官司名",2
"### 提举内中修造所 

官司名、差遣名",2
"### 提举在内修造所 

官司名",2
"### 提举在内修造所公事

官司名、差遣名",2
"### 提举修内司 

官司名、差遣名",2
"### 提辖修内司 

差遣名",2
"### 勾当修内司公事 

差遣名",2
"### 干办修内司公事 

差遣名",2
"### 识字黄院子 

公吏名",2
"### 东、西八作司 

官司名",2
"### 勾当东西八作司公事 

差遣名",2
"### 勾当东八作司公事 

差遣名",2
"### 勾当西八作司公事 

差遣名",2
"### 提点修造司 

官司名",2
"### 提举修造司 

官司名",2
"### 京西河洛抽税竹木务 

职局名",1
"### 勾当京西竹木务公事 

差遣名",2
"### 事材场 

职局名",1
"### 勾当事材场公事 

差遣名",2
"### 东西退材场 

职局名",1
"### 京东抽税竹箔场

职官名",2
"### 监京东抽税竹箔场 

差遣名",2
"### 东、西窑务 

职局名",2
"### 麦场 

职局名",2
"### 丹粉所

职局名",1
"### 都水监

官司名",2
"### 判都水监事 

差遣名",2
"### 同判都水监事 

差遣名",2
"### 都水监使者 

职事官名",2
"### 知都水监丞公事 

差遣名",2
"### 管勾都水监丞公事 

差遣名",2
"### 都水监丞 

职事官名",2
"### 都水监内外监丞 

都水监丞有三员",2
"### 知都水监主簿公事 

差遣名",2
"### 都水监主簿 

阶官名",2
"### 勾当都水监公事

差遣名",2
"### 外都水监使者 

职事官",2
"### 外都水监丞司 

官司名",2
"### 外都水监丞 

都水监丞轮差在外治理黄河者",2
"### 管勾外都水监丞司公事

差遣名",2
"### 勾当外都水监丞司公事 

差遣名",2
"### 外都水监丞南司 

官司名",2
"### 知外都水监丞南司公事

差遣名",2
"### 南外都水监丞司 

外都水监丞南司",2
"### 知南外都水监丞司公事 

职事官名",2
"### 外都水监丞北司 

官司名",2
"### 知外都水监丞北司公事 

差遣名",2
"### 北外都水监丞司 

外都水监丞北司",2
"### 知北外都水监丞司公事 

职事官名",2
"### 南、北外两丞司 

南外都水监丞司、北外都水监丞司合称",1
"### 都大提举修河司

仁宗庆历间",2
"### 都大提举河事官 

北宋都水监所属诸都大修河司提举官总名",2
"### 都大提举大名府界金堤 

差遣名",2
"### 都大提举导洛通汴司

官司名",2
"### 都大提举导洛通汴

差遣名",2
"### 都大提举汴河堤岸司

官司名",2
"### 都大提举汴河堤岸

差遣名",2
"### 河埽司

官司名",2
"### 水官 

都水监官通称",2
"### 街道司 

官司名",2
"### 管勾街道司公事 

差遣名",2
"### 御史台

官司名",1
"### 判御史台事 

差遣名",2
"### 管勾御史台事 

差遣名",2
"### 御史大夫

宋前期为兼官",2
"### 御史中丞 

职事官名",2
"### 权御史中丞事 

差遣名",2
"### 侍御史知杂事 

差遣名",2
"### 丞杂 

御史中丞、侍御史知杂事连称",2
"### 御史台三院 

台院、殿院、察院的连称",1
"### 判御史台三院事

差遣名",2
"### 三院御史 

侍御史、殿中侍御史、监察御史的合称",2
"### 台院 

官署名",1
"### 侍御史 

职事官名",2
"### 殿院 

官署名",1
"### 殿中侍御史 

职事官名",2
"### 殿中侍御史里行

差遣名",2
"### 言事御史 

差遣名",2
"### 察院 

官署名",1
"### 察院都承旨 

吏名",2
"### 察院副都承旨 

吏名",2
"### 察院承旨 

吏名",2
"### 察院逐房副承旨

吏名",2
"### 监察御史 

职事官名",2
"### 监察御史里行

差遣名",2
"### 权监察御史里行 

差遣名",2
"### 两院御史 

殿中侍御史、监察御史总名",2
"### 御史台六察司

官署名",1
"### 吏察 

六察司所属察案",2
"### 户察 

六察司所属察案",2
"### 刑察 

六察司所属察案",2
"### 兵察 

六察司所属察案",2
"### 礼察 

六察司所属察案",2
"### 工察 

六察司所属察案",2
"### 御史台六察案 

即六察司所辖吏察案、户察案、刑察案、礼察案、兵察案",1
"### 察案御史 

差遣名",2
"### 御史台四推 

御史台狱名",1
"### 推直官 

差遣名",2
"### 推勘官 

差造名",2
"### 御史台根勘所 

临时奉旨而设的诏狱机构",1
"### 御史台检法官

职事官名",2
"### 御史台主簿 

职事官名",2
"### 御史台五使 

宋前期",1
"### 右巡使 

临时差遣官名",2
"### 左巡使 

临时差遣官名",2
"### 监祭使 

临时差遣名",2
"### 廊下使 

临时差遣名",2
"### 监香使 

临时差遣名",2
"### 台案 

御史台案",2
"### 内弹案 

太祖、太宗朝内弹有六案",2
"### 百司案 

内弹案名之一",2
"### 待制案 

内弹案名之一",2
"### 两县案 

内弹案名之一",2
"### 新赐案 

内弹案名之一",2
"### 职田案 

内弹案名之一",2
"### 六品案 

内弹案名之一",2
"### 外弹案 

太祖、太宗朝外弹有三案",2
"### 刑狱案 

外弹案名之一",2
"### 色役案 

外弹案名之一",2
"### 六品案 

外弹案名之一",2
"### 杂事案 

御事台杂事案",2
"### 前司 

御史台前司",2
"### 驱使官 

吏人名",2
"### 主推

台狱",1
"### 推司 

台狱吏",2
"### 四推令史 

狱吏名",2
"### 四推书吏 

狱吏名",2
"### 书写人 

吏名",2
"### 主管班次

吏人名",2
"### 引赞官 

吏人名",2
"### 知班官

吏人名",2
"### 贴司 

吏人名",2
"### 西京留守司御史台

官署名",1
"### 管勾西京留守司御史台公事 

差遣名",2
"### 判西京留守司御史台 

差遣名",2
"### 南京留守司御史台

官署名",1
"### 管勾南京留守司御史台公事 

差遣名",2
"### 判南京留守司御史台 

差遣名",2
"### 北京留守司御史台 

官署名",1
"### 管勾北京留守司御史台公事

差遣名",2
"### 三京留守司御史台 

西京、南京、北京留守司御史台合称",1
"### 御史台官 

御史台官有御史大夫、御史中丞、侍御史知杂事、侍御史、殿中待御史、言事御史、监察御史、殿中侍御史里行、监察御史里行",2
"### 留都獬豸 

三京留守司御史台官别称",2
"### 两司三衙 

宋初中央禁军殿前司与侍卫亲军司合称两司",2
"### 三衙 

宋中央禁军最高指挥机构殿前司、侍卫亲军马军司、侍马亲军步军司合称",1
"### 殿前司 

禁军官司名",2
"### 殿前司都点检 

军职名",2
"### 殿前司副都点检 

军职名",2
"### 殿前司都指挥使 

军职名",2
"### 殿前司都指挥使司 

官司名",2
"### 主管殿前司公事 

军职名",2
"### 权主管殿前司公事

军职名",2
"### 主管殿前司 

官司名",2
"### 殿前司副都指挥使 

军职名",2
"### 殿前司都虞候

军职名",2
"### 殿前司都虞候司

官司名",2
"### 殿前司兵案 

殿前司事务机构之一",1
"### 殿前司差使磨勘案 

殿前司事务机构之一",1
"### 殿前司仓案 

殿前司事务机构之一",1
"### 殿前司骑胄案 

殿前司事务机构之一",1
"### 殿前司推案 

殿前司事务机构之一",1
"### 殿前司法司 

殿前司事务机构之一",1
"### 殿前司开拆司 

殿前司事务机构之一",1
"### 殿前诸班 

皇帝近卫骑兵编制之一",2
"### 殿前指挥使左班 

殿前诸班之一",2
"### 殿前指挥使右班 

殿前诸班之一",2
"### 殿前指挥使都虞候 

军职名",2
"### 内殿直左第一、第二班 内殿直右第一、第二班 

殿前诸班",2
"### 散员左第一、第二班 散员右第一、第二班

殿前诸班",2
"### 散指挥左第一、第二班 散指右第一、第二班 

殿前诸班之一",2
"### 散都头左班、右班

殿前诸班",2
"### 外殿直 

殿前诸班之一",2
"### 散祇候左、右班

殿前诸班",2
"### 金枪左、右班 

殿前诸班",2
"### 散直左第一、第二班 散直右第一、第二班 

殿前诸班",2
"### 殿前东西班 

殿前诸班之一",2
"### 东第三班 

殿前东、西班所属禁卫十二班之一",2
"### 钓容直第一、二班 

属殿前诸班",2
"### 茶酒旧班 

殿前诸班之一",2
"### 茶酒新班 

殿前诸班之一",2
"### 招箭班 

殿前诸班之一",1
"### 银枪班 

殿前诸班之一",2
"### 诸班都指挥使

军职名",2
"### 诸班都虞候 

军职名",2
"### 诸班指挥使

军职名",2
"### 诸班都知

军职名",2
"### 诸班副都知 

军职名",2
"### 诸班押班 

军职名",2
"### 殿侍 

卫士名、武阶名",2
"### 东、西班殿侍院 

殿前司东、西班所属殿侍廨舍（《长编》卷 68戊寅、《宋会要•职官》32之7）",2
"### 殿侍班

殿前司诸班所属殿待",2
"### 祗应 

诸班非在朝应奉殿侍",2
"### 下班祗应

武阶名",2
"### 殿前御龙诸直

皇帝近卫步兵编制之一",2
"### 御龙左直、右直

殿前诸直之一",2
"### 御龙骨䤪子左直、右直 

殿前诸直之一",2
"### 御龙弓箭直

殿前诸直之一",2
"### 御龙弩直 

殿前诸直之一",2
"### 诸班直 

殿前诸班、御龙诸直合称",2
"### 四直都虞候 

军职名",2
"### 诸直都虞候 

军职名",2
"### 诸直指挥使

军职名",2
"### 诸直副指挥使

军职名",2
"### 诸直都头 

军职名",2
"### 诸直副都头 

军职名",2
"### 诸直十将 

军职名",2
"### 诸直将虞候 

军职名",2
"### 诸直队长 

军职名",2
"### 五重禁卫军 

宋代条令",2
"### 奉宸队 

仪卫编制",1
"### 捧日队 

仪卫编制",2
"### 殿前司骑军诸指挥

禁军编制",2
"### 捧日左、右厢 

禁军编制名",2
"### 捧日上三军 

捧日禁军为上四军之一",2
"### 殿前司拱圣军 

禁军骑兵编制名",2
"### 殿前司骁骑军 

禁军骑兵编制名之一",2
"### 殿前司步军诸指挥 

禁军编制之一",2
"### 天武左、右厢 

禁军步兵编制之一",2
"### 宽衣天武指挥

禁军步兵编制名",2
"### 殿前司捧日天武四厢都指挥使

军职名",2
"### 殿前司虎翼军 

禁军步兵编制名之一",2
"### 殿前司广勇军 

禁军步兵编制",2
"### 殿前司神勇军

禁军步兵名",2
"### 殿前司胜捷军 

禁军步兵编制名",2
"### 殿前司左翼军

禁军步兵编制名",2
"### 侍卫亲军司 

禁军官司名",2
"### 侍卫亲军司马步军都指挥使

军职名",2
"### 侍卫亲军司马步军副都指挥使

军职名",2
"### 侍卫亲军司马步军都虞候

军职名",2
"### 侍卫亲军马军司 

禁军官司名",2
"### 侍卫亲军马军司都指挥使

军职名",2
"### 侍卫亲军马军司副都指挥使 

军职名",2
"### 侍卫亲军马军司都虞候

#### 职源

北宋开宝间见置（《长编》卷10己未）",2
"### 主管侍卫亲军马军司公事 

军职名",2
"### 侍卫亲军马军行司

官司名",2
"### 主管侍卫亲军马军行司公事

军职名",2
"### 龙卫左、右厢 

禁军骑军编制",2
"### 龙卫上四军 

龙卫左、右厢禁军为上四军之一",2
"### 云骑军 

禁军骑军编制",2
"### 云骑带甲剩员指挥

禁军骑兵编制",2
"### 侍卫亲军步军司

禁军官司名",2
"### 侍卫亲军步军司都指挥使

军职名",2
"### 侍卫亲军步军司副都指挥使

军职名",2
"### 侍卫亲军步军司都虞候

#### 职源

北宋乾德三年见置（《宋史•李进卿传》）",2
"### 主管侍卫亲军步军司公事

军职名",2
"### 神卫左、右厢 

禁军步兵编制",2
"### 马步军龙卫神卫四厢都指挥使

军职名",2
"### 步军司虎翼军

禁军步兵编制名",2
"### 上四军 

禁军诸军（不包括诸班直）以廪禄高下为等",1
"### 左、右厢 

禁军编制单位",1
"### 厢都指挥使 

军职名",2
"### 军 

禁军编制单位",1
"### 军都指挥使 

军职名",2
"### 军都虞候 

军职名",2
"### 三衙诸军 

除殿前司诸班、诸直之外",2
"### 指挥 

禁军编制单位",2
"### 指挥使 

军职名",2
"### 指挥副使

军职名",2
"### 都 

禁军编制单位",1
"### 都头 

军职名",2
"### 副都头 

军职名",2
"### 都副 

都头、副都头连称",2
"### 军使 

军职名",2
"### 副兵马使

军职名",2
"### 将校 

都指挥使、副都指挥使、都虞候",2
"### 十将 

军职名",2
"### 将虞候

军职名",2
"### 承局 

军职名",2
"### 押官 

军职名",2
"### 节级 

①厢都指挥使以下至押官诸职次（阶级）的泛称（《长编》卷257癸巳）",2
"### 将级 

将校与节级合称",2
"### 南宋三衙军职 

南宋三衙军职",2
"### 三帅 

南宋三衙主帅殿前司都指挥使、副都指挥使、都虞候",2
"### 指挥

南宋三衙主帅都指挥使、副都指挥使合

## /page{456L}

称",2
"### 主管某司公事 

南宋三衙主帅",2
"### 军 

南宋三衙编制大单位",1
"### 都统制

军职名",2
"### 统制

军职名",2
"### 同统制 

军职名",2
"### 统领

军职名",2
"### 制领

统制、统领连称",2
"### 将 

南宋三衙编制单位",1
"### 正将

军职名",2
"### 副将

军职名",2
"### 准备将 

军职名",2
"### 训练官 

军职名",2
"### 队人 

南宋三衙编制单位",1
"### 部将 

禁军职事名",2
"### 队将 

禁军职事名",2
"### 押队 

禁军职事名",2
"### 拥队 

禁军职事名",2
"### 将佐 

正将、副将、准备将合称",2
"### 部队将

部将、队将连称",2
"### 押拥队 

押队、拥队连称",1
"### 镇殿将军 

禁军特种卫士名",2
"### 三衙推狱 

殿前司、侍卫亲军马军司、侍卫亲军步军司各置推狱（监狱）",2